ID,log_10(M*),log_10(Mgas),log_10(Mbary),log_10(Mdyn),Mg,Tidal index Θ,log_10(sSFR),log_10(M*/Mgas),log_10(M*/Mdyn),log_10(Mbary/Mdyn),AM star,AM DM,T_DM,e_DM,f_DM,T_*,e_*,f_*,β_*,σ_z/σ_r,σ_θ/σ_r,V/σ,λRe,h3,h4,class
294867,10.51021168,10.72289089,10.93047218,11.91781221,-20.7212,2.459693848,-10.40200195,-0.2126792038,-1.407600525,-0.9873400319,819.1393998,1369.463232,0.7233060831,0.3083465867,0.2004805416,0.9436904122,0.8979811303,0.4984911067,-0.3485110643,1.004208937,1.226653858,0.12804,0.127598,-0.000437,0.031232,2
294868,10.69704225,9.980172581,10.77329098,11.49552644,-20.6255,2.612023988,-11.81692237,0.7168696706,-0.7984841895,-0.722235457,843.0864429,418.7938088,0.3099393894,0.2496823819,0.3847430076,0.234519275,0.4166724588,0.8280979078,0.1675451931,0.8513239984,0.9631696503,1.158128,0.727012,-0.003171,0.058885,2
300905,10.66789848,10.67061873,10.97029073,11.61626376,-21.4156,2.664079057,-10.16282587,-0.002720249149,-0.9483652823,-0.6459730323,690.7553676,131.7734445,0.438029731,0.2464865693,0.2880771655,0.7854190648,0.689757157,0.4979411636,0.2517374477,0.806925201,0.8853053552,1.885405,0.866595,-0.003761,0.053153,2
313693,10.53473262,9.747837577,10.60044102,11.31115527,-20.5263,3.249511039,-10.91539193,0.786895039,-0.7764226546,-0.7107142512,540.5831707,69.77081053,0.1867676739,0.176504709,0.3741841294,0.2879726406,0.4499714291,0.7922920872,0.1378860401,0.7996483301,1.110520825,1.512412,0.798634,-0.01128,0.086275,2
313694,10.60931088,8.995348462,10.61974829,11.07806941,-20.3269,4.213366524,-13.89203408,1.613962417,-0.4687585338,-0.458321124,484.4025914,73.45268605,0.08814523796,0.1247892277,0.404528015,0.279900774,0.4587237332,0.8280361843,0.2157568581,0.8437682667,0.9294272577,0.599712,0.507862,0.005137,0.037087,2
319731,10.84977876,10.58859794,11.03956339,11.74260743,-21.5879,3.035491936,-10.36900026,0.2611808153,-0.8928286682,-0.7030440376,608.4139749,95.25064725,0.1304847974,0.141896327,0.3700382067,0.7377471561,0.518365218,0.3614058179,-0.244037443,1.028438941,1.239522143,1.52108,0.839538,0.001902,0.055193,2
324125,10.44007458,8.392177151,10.4439467,10.8029406,-19.7623,3.378329074,-11.30883135,2.047897426,-0.3628660173,-0.3589938922,175.8320558,40.8748132,0.6670902183,0.261602259,0.1914723524,0.5398367632,0.5308032719,0.5782573264,0.305329951,0.7748601354,0.9004568636,0.30443,0.299487,0.002058,0.021572,2
324126,10.3174757,6.949694882,10.31766187,10.64476678,-19.4055,4.874721653,,3.367780819,-0.3272910765,-0.3271049062,142.2700813,25.7492295,0.4599838384,0.2766938438,0.3119802674,0.8017961743,0.7384986475,0.5445648213,0.2335439422,0.8086492025,0.9806565847,0.422523,0.416933,0.001055,0.057153,2
333425,10.89344493,10.06047302,10.95297129,11.64185677,-21.3339,3.240796447,-10.85939029,0.8329719086,-0.7484118431,-0.6888854839,1278.364704,349.7524558,0.2410837174,0.2481481778,0.4544905778,0.5378911607,0.6837479121,0.8684917785,0.3962466488,0.6842033845,0.8553917514,1.941458,0.880753,0.00178,0.037641,2
342447,10.95922778,10.95150586,11.25641397,12.03389731,-22.6296,2.483325121,-9.771932722,0.007721920931,-1.07466953,-0.7774833332,1448.005219,953.9183981,0.1503783525,0.1766707177,0.4266487159,0.5205206442,0.6663909308,0.857803244,0.1369937715,0.8833536713,0.9794747858,1.567443,0.833411,0.000675,0.039847,2
345873,10.4403768,9.059645161,10.45808476,11.35136811,-19.7346,2.737807152,,1.380731634,-0.9109913155,-0.8932833523,48.26865661,143.6118838,0.1261148088,0.1431161389,0.3806506696,0.1587220386,0.3137749874,0.760809092,0.1171432366,0.8753144544,1.096162803,0.55481,0.484705,0.004167,0.070632,2
355730,9.764818036,8.65332217,9.797177998,9.798718312,-20.3654,7.850666064,-9.436721938,1.111495866,-0.03390027622,-0.00154031423,17.14973346,9.778571763,,,,0.2154600719,0.2805533502,0.5577524016,0.06960762134,0.9553288181,0.9868120139,0.92294,0.672086,0.014801,0.0605,2
362995,10.67762121,9.985385005,10.75793203,11.387376,-21.5141,4.574230909,-9.96949447,0.692236203,-0.7097547881,-0.6294439662,574.5242952,106.7348793,0.3575553048,0.2893102723,0.4051271738,0.1296043431,0.3167257928,0.8653400953,0.1843335823,0.8634996888,0.9587511612,1.112108,0.747414,0.001905,0.028033,2
371127,10.90044705,10.46612798,11.03648826,11.84355164,-21.3671,2.842825483,-10.83101577,0.4343190667,-0.943104595,-0.8070633845,1516.991459,516.4049129,0.33273225,0.232569836,0.3386341909,0.7348143629,0.6569911599,0.5235196106,0.159257281,0.7583990171,0.9905402172,0.479795,0.457496,0.002584,0.028886,2
371128,10.22859064,9.879230321,10.3891618,11.36088168,-19.8381,2.721566223,-10.54489714,0.3493603151,-1.132291042,-0.9717198737,348.4731144,268.0186389,0.1033585994,0.156673016,0.4672259865,0.259949584,0.4448203501,0.8380058363,-0.06141204085,0.8733249748,1.180392801,1.782249,0.855034,0.004032,0.05384,2
372755,10.82400743,10.91491084,11.17286321,12.04781618,-22.2434,1.949158919,-9.749812903,-0.09090340779,-1.223808748,-0.8749529711,1235.629263,24605.95662,0.1710207253,0.1696098193,0.3789106836,0.540875209,0.6202410308,0.7285066049,0.209433584,0.7947543598,1.012326658,2.394722,0.910001,-0.00115,0.090583,2
375075,10.0985985,9.424642698,10.18205012,10.95031775,-19.6964,3.380077381,-10.27575792,0.673955803,-0.8517192539,-0.7682676371,128.6524498,53.3263927,0.3865157394,0.2012602629,0.2588540447,0.6489996061,0.6829212049,0.6875221465,0.4518292726,0.670556415,0.8448956471,0.180868,0.172471,-0.013039,0.051879,2
377657,10.370156,10.63402187,10.82285782,11.79700368,-20.6182,1.501590328,-9.985166756,-0.2638658739,-1.426847681,-0.9741458586,280.1065606,817.4839518,0.2467815163,0.3130714788,0.575900846,0.9531772397,0.9023661472,0.4640632748,0.06832262325,0.6497735417,0.7438566851,0.956819,0.684633,0.002465,0.050914,2
377658,10.33654785,10.46668651,10.70750364,11.64650189,-20.3976,2.189988318,-10.3104765,-0.1301386614,-1.309954036,-0.9389982462,277.1426204,551.8121458,0.4362477922,0.2959508898,0.3522097774,0.9601630148,0.9513262874,0.6287645661,-0.4222106081,0.7121065247,0.9109964802,1.220786,0.758226,0.003032,0.030958,2
379805,10.37040584,10.0522648,10.54086799,11.29414391,-20.3164,3.763493108,-10.27934767,0.3181410368,-0.9237380759,-0.7532759207,161.3536881,118.0632259,0.2001631012,0.2114888296,0.4325462078,0.6417690223,0.6887812516,0.7098293229,0.3638247403,0.7383748114,0.9300451267,0.140009,0.131283,-0.005783,0.04878,2
383976,10.82516324,10.66324437,11.05273656,11.53005846,-21.6207,4.004459028,-10.13365208,0.1619188651,-0.7048952274,-0.4773219028,477.3952849,547.3822481,0.07515492346,0.142276107,0.5042297305,0.6029506845,0.6025563289,0.6126811761,-0.2780327478,1.047705919,1.138750518,1.05803,0.674824,0.004541,0.060103,2
386273,9.802520093,8.859443651,9.849407198,9.854048854,-20.6153,7.806025983,-9.380516601,0.9430764412,-0.05152876135,-0.004641656072,25.07181258,16.77226734,0.2702525922,0.3867201096,0.6890874392,0.3157667464,0.4691472903,0.7820029946,0.1081881734,0.8081377405,1.004626352,1.2547,0.771162,0.00963,0.05077,2
388545,10.25947103,9.779806513,10.38377534,11.14088297,-19.8058,4.21211473,-11.50911616,0.4796645124,-0.881411948,-0.7571076309,122.7176498,105.8875643,0.317094548,0.2356259388,0.355805389,0.2790536012,0.4650412608,0.8443336319,0.4180814068,0.7022362528,0.839551904,0.450509,0.429072,-0.00225,0.040906,2
390933,10.2561866,9.623644218,10.3471689,11.0307359,-19.3408,3.930367821,-11.00458731,0.6325423865,-0.7745492964,-0.6835670011,71.28480417,54.97365673,0.4359496747,0.249260525,0.2927676716,0.859549443,0.7749872142,0.4957008071,0.6627772371,0.6204964159,0.627600585,0.109772,0.074269,0.002993,0.051091,2
392277,10.69506482,10.51505305,10.91534961,12.0869932,-20.7014,1.775556732,-10.72640679,0.1800117744,-1.39192838,-1.171643592,635.9613903,808.5323183,0.9453792468,0.5021591315,0.1395770229,,,,0.3793451357,0.6601399477,0.8910599869,0.108183,0.101866,0.002651,0.029034,2
392278,10.51019644,10.59396852,10.85512923,11.54368628,-21.5856,3.370536325,-9.824723419,-0.08377208345,-1.033489844,-0.6885570561,1042.910604,1142.160264,0.1650594668,0.2760764137,0.6460292089,0.4757545781,0.6336388746,0.8597752265,0.3314988913,0.6810601102,0.9313251691,1.804374,0.856879,0.00737,0.091351,2
394621,10.82358352,11.24416111,11.38394077,12.5216798,-21.2067,2.814155167,-10.39328911,-0.4205775926,-1.698096281,-1.13773903,1232.019733,4676.303655,0.8250211991,0.6555086146,0.3997455723,,,,0.1898334381,0.5266343902,0.7257219242,0.248758,0.259153,-0.006347,0.016024,2
394623,10.41497809,9.316711775,10.44830153,11.70952287,-19.6098,2.426607066,,1.098266318,-1.294544781,-1.261221348,21.0408891,130.9217425,0.6211373986,0.4447723453,0.3878372783,0.994791879,0.9895507287,0.4965831386,-0.1583661659,0.8630016833,1.11001929,0.155021,0.156288,0.002035,-0.003648,2
400974,10.57300849,10.53663196,10.85623097,11.7808271,-20.7924,1.709935512,-10.37114454,0.03637652357,-1.207818617,-0.9245961323,732.1935867,691.8395836,0.2487276558,0.1798025468,0.3176644598,0.5711269827,0.5895813251,0.6325382726,-0.1497481185,0.8916246142,1.147634818,0.299168,0.277016,0.004951,0.033401,2
402556,10.47342061,10.86407347,11.01229606,11.73352292,-21.1932,2.257723745,-9.870966675,-0.3906528617,-1.260102313,-0.7212268672,1003.750595,614.5540656,0.2190831115,0.1839726166,0.3533685931,0.4431986297,0.5869135131,0.8125085294,0.3366298962,0.7225880575,0.9101451535,0.926065,0.656467,0.000541,0.042979,2
402557,10.33994524,10.30719812,10.62491026,11.4916925,-20.8794,2.768186298,-9.902189924,0.03274711749,-1.151747261,-0.8667822431,392.0081139,405.3969405,0.7169907714,0.5728408349,0.4390765393,,,,0.5012213711,0.5324897071,0.6886884278,1.969523,0.878726,0.008296,0.090129,2
406942,11.02457545,10.50767,11.13990457,11.96020022,-21.5266,3.448017816,-10.86122918,0.5169054554,-0.9356247664,-0.8202956526,1895.303118,1067.852193,0.2341284194,0.2367264704,0.4406774265,0.1253191267,0.2954167488,0.816921522,0.2730711273,0.7965255378,0.9217776721,0.564314,0.515799,-0.004663,0.024449,2
408535,10.54845224,10.39965897,10.78142692,11.6639642,-20.8617,2.62170464,-10.06315538,0.1487932627,-1.11551196,-0.8825372778,471.2039888,352.5817253,0.304832565,0.2523633695,0.3938491232,0.8947895959,0.8861892589,0.6558599386,0.04492145623,0.6706443078,1.209783433,0.463363,0.433763,0.003914,0.031709,2
414918,10.49121441,10.45585669,10.77492527,11.92683364,-19.9391,1.997929308,-11.37976034,0.03535772205,-1.435619229,-1.151908366,214.2881152,271.1616772,0.7900277936,0.5768785722,0.3640931371,,,,-0.2636064941,0.5946356798,0.8002140341,0.258488,0.244197,-0.002814,0.051847,2
428179,10.43214902,10.49840063,10.76756694,11.70366014,-20.6373,1.979442684,-10.21473878,-0.06625160633,-1.271511113,-0.9360932021,821.8559297,754.175155,0.2068303889,0.2884717475,0.5899913166,0.6833706967,0.7366990435,0.7415645862,0.2309159402,0.6596002565,1.051241486,0.984298,0.63498,-0.023827,0.041901,2
444135,10.6991242,9.995034085,10.77745628,11.38952464,-20.5672,3.97303488,-11.25069153,0.7040901163,-0.6904004413,-0.6120683664,616.1424905,62.06172753,0.4678637562,0.2054796662,0.2239175415,0.2934533692,0.395455002,0.6680757434,0.1294418477,0.7779969578,1.094194936,0.244605,0.254835,0.002723,0.023323,2
449659,10.73484413,10.74877148,11.04289363,11.92848176,-21.5873,2.240299486,-10.07029711,-0.01392734776,-1.193637623,-0.8855881269,698.3368864,847.245783,0.3739522843,0.3328554931,0.4567198218,0.9525124271,0.9139671705,0.5029049526,0.04249679021,0.8144573735,0.8459348038,2.482832,0.921116,0.001684,0.069208,2
450917,10.43425808,10.40957532,10.72312202,11.6628517,-20.3912,2.397944639,-10.494046,0.02468275648,-1.22859362,-0.9397296731,643.6549052,474.5245531,0.2982131433,0.324624409,0.5265035937,0.6585208006,0.7777044092,0.8908749359,0.4194989782,0.5754328251,0.9074562372,2.520068,0.925111,-0.001642,0.057932,2
455291,10.83465096,11.35124108,11.46664375,12.24427912,-22.0839,3.058763757,-9.912702949,-0.5165901131,-1.409628162,-0.7776353706,1537.21663,5967.191947,0.9531601642,0.7962950068,0.2918159757,0.9627679344,0.9761786597,0.8847709736,0.5630375382,0.5579799464,0.7498822587,1.18696,0.757866,-0.00344,0.053944,2
455292,10.70878533,10.73896626,11.02516791,11.56861551,-21.8922,3.734427367,-9.877925393,-0.03018093162,-0.8598301826,-0.543447599,1021.654818,745.7651546,0.2347642361,0.2732031399,0.5127574456,0.5167524052,0.6081730155,0.7408958935,0.2808853926,0.8023094008,0.8924545641,0.905642,0.645635,-0.0018,0.043878,2
457432,10.53498466,10.4147645,10.78005124,11.50599584,-21.0279,2.992144458,-10.13605039,0.1202201604,-0.9710111805,-0.725944604,898.5327338,350.7937048,0.01125184361,0.05583966663,0.5242663147,0.1833530156,0.35628606,0.804729417,0.1459077505,0.7669506109,1.086813451,1.861365,0.87346,-0.001603,0.078657,2
459559,10.46984711,10.54925587,10.8123939,11.53732942,-21.1828,2.776201383,-9.905974623,-0.07940876245,-1.067482306,-0.7249355105,825.117128,445.4144014,0.2267759753,0.2823376213,0.543452533,0.4256677673,0.5415109419,0.7481964707,0.4236048149,0.6578278724,0.7513533649,,0.707107,,,2
466550,10.59688905,10.21411349,10.74740408,11.6752977,-20.6851,2.799495922,-10.97340509,0.3827755548,-1.078408657,-0.9278936213,385.5849456,605.677108,0.1940285646,0.2203574878,0.4604298918,0.7494737492,0.728279265,0.6144379078,0.2478674414,0.8329350813,0.9432650949,0.595018,0.540165,0.002051,0.028747,2
469488,10.47492987,10.63179964,10.86143936,11.6177382,-21.5299,3.034118284,-9.769149946,-0.1568697667,-1.142808332,-0.7562988376,497.8974577,280.748009,0.348421677,0.335378006,0.4868283315,0.7108129713,0.6858108285,0.6010575326,-0.01711423282,0.8457711924,1.165667365,0.376522,0.342503,-0.004287,0.020603,2
470346,9.827607887,8.753976736,9.862799451,9.876670432,-20.1184,6.638601042,-9.659072103,1.073631151,-0.04906254495,-0.01387098108,26.70721137,36.56254258,0.6363537516,0.6095595174,0.5812666781,0.6702021464,0.6430555541,0.5890376578,0.4558535283,0.6561196985,0.7935578311,0.816078,0.613227,-0.0022,0.057529,2
471997,10.23922836,9.863768824,10.391899,11.11809264,-20.317,4.138993035,-9.902764625,0.3754595374,-0.8788642764,-0.726193636,223.4337253,96.56991284,0.1334336739,0.1755802965,0.454510196,0.6254799745,0.7017307145,0.7621695911,0.2524384221,0.8014004651,0.8781753671,1.322168,0.782218,-0.003894,0.043771,2
476266,10.68151875,11.27857499,11.37649038,12.19608413,-21.7869,2.349581093,-9.881255446,-0.5970562375,-1.51456538,-0.8195937561,936.139908,4421.582022,0.8277859164,0.7300597781,0.4872696738,0.9904175964,0.9762042215,0.4427951606,0.3796136573,0.5959844024,0.86442687,0.962294,0.695487,0.000134,0.044232,2
476267,10.47662334,10.31774291,10.70543848,11.33166076,-21.1286,3.214004463,-9.960013938,0.1588804347,-0.8550374222,-0.6262222848,392.6623099,50.34235479,0.5433379252,0.2950994103,0.2831491842,0.5683901756,0.6793707775,0.8067786462,0.1644250833,0.8392435628,0.9911568462,0.885294,0.68429,-0.000452,0.049029,2
477328,10.76712845,11.2528358,11.37564387,12.2448365,-22.1015,2.480086579,-9.922572373,-0.4857073513,-1.477708053,-0.869192628,1192.55123,1380.361114,0.8179571947,0.7045071505,0.468310586,0.9177755264,0.9347207485,0.7872587026,0.3864284691,0.675254976,0.8844135108,1.127255,0.685698,0.004122,0.047718,2
478216,10.75615507,10.90650645,11.13883492,12.21373605,-21.1531,2.567644936,-12.51916461,-0.150351379,-1.457580975,-1.074901128,577.6755629,2176.350101,0.7922892002,0.6499222243,0.4378597779,0.9980028402,0.9984032162,0.7906456204,0.4471432036,0.6089107691,0.8502177963,0.749807,0.552839,0.006126,0.061237,2
479290,10.94373966,11.16447115,11.36901044,12.28651136,-22.0171,1.865903005,-10.09587346,-0.2207314892,-1.342771703,-0.9175009211,1162.741372,2371.43722,0.8493497172,0.6744065373,0.3846760786,,,,0.1993399775,0.7426596606,0.7547908545,0.349457,0.336438,0.000777,0.044442,2
480802,10.68734525,10.98227637,11.16041012,12.13332253,-21.4429,2.985725844,-10.01770579,-0.2949311267,-1.445977286,-0.9729124124,911.5439219,5149.749049,0.5140118949,0.5387685926,0.621845381,,,,0.1375601872,0.4561882263,0.6508696639,2.126501,0.889642,-0.001127,0.083523,2
480803,10.55823115,9.424076143,10.58900293,11.36372138,-20.3122,3.755326999,-12.95366385,1.134155009,-0.8054902269,-0.7747184502,327.0460025,242.928939,0.7633378533,0.2514004519,0.1446269142,0.8206132578,0.6585785791,0.4091853712,-0.1661731306,0.9734781222,1.222538526,0.682652,0.583312,-0.000106,0.064419,2
480804,10.23073913,10.33662743,10.58793248,11.21908492,-19.685,3.563707826,-10.57714846,-0.1058883006,-0.98834579,-0.6311524373,127.0445763,199.6302816,0.2667924009,0.2022469405,0.3423557545,0.4403715107,0.5716954412,0.7854969154,0.537988111,0.6629867598,0.7598721202,0.145727,0.114126,-0.000729,0.047098,2
486917,10.47023378,10.95568912,11.07855928,12.12969497,-20.2413,4.756459175,-11.37549021,-0.4854553352,-1.65946119,-1.051135693,585.6669881,4020.345023,0.5834378191,0.5237769339,0.5195449031,0.9868887142,0.9756341539,0.512544449,0.2634106433,0.7064020143,0.9430588899,0.101968,0.092574,-0.002777,0.023072,2
486919,10.12376258,6.555547862,10.12387993,10.37830729,-19.2178,6.507846854,,3.568214714,-0.2545447168,-0.2544273593,51.77540251,4.642048166,0.4783723122,0.2208421305,0.2364485983,0.7576075981,0.7140822665,0.5769646578,0.3540489683,0.7362073252,0.8762328811,0.503534,0.453074,0.000443,0.028492,2
487742,10.54418788,11.22146981,11.30434179,12.18080816,-21.2836,3.825907276,-9.994993278,-0.6772819287,-1.63662028,-0.8764663753,887.585459,3845.202489,0.6995929732,0.5875177634,0.4757638107,0.8816577767,0.9116918432,0.8129401184,0.3927131436,0.6078080614,0.7677930307,2.096244,0.889667,-0.000963,0.051544,2
487743,10.40065816,10.22731689,10.623609,11.00729851,-21.2355,4.999416929,-9.699300037,0.1733412743,-0.6066403456,-0.3836895116,385.7224161,33.2728071,0.07750996414,0.1298585063,0.4518200587,0.2661056798,0.4557842333,0.8503836925,0.02334125448,0.8890542115,1.061737485,1.758016,0.868026,2.30E-05,0.044264,2
490079,10.75138738,10.94626241,11.16069485,12.23776142,-21.0007,4.694531756,-11.1181816,-0.1948750342,-1.486374042,-1.077066566,269.7411067,2266.660709,0.1899633354,0.24163709,0.5142154975,,,,0.181982475,0.8542152236,1.03989773,0.12254,0.113123,-0.002824,0.008328,2
490081,9.867833955,8.43275526,9.883496092,10.0746066,-19.8451,6.85768657,-9.943008525,1.435078695,-0.2067726489,-0.1911105121,19.98942559,2.877712388,0.1160430037,0.08040222076,0.2226293618,0.3412343422,0.3929035893,0.5936572063,0.01501550891,0.9222274695,1.072633676,0.60217,0.511359,0.014098,0.033677,2
492876,10.9287369,10.77683836,11.16042504,12.26109335,-20.9078,2.549524511,-11.49180657,0.1518985375,-1.332356448,-1.100668306,721.3694097,883.5692529,0.4612863899,0.3743569526,0.4362811743,0.9367047183,0.8803014138,0.4823446517,0.02152923792,0.7285532151,0.991031839,0.424318,0.422837,0.000395,0.040211,2
494011,10.88383478,11.03390672,11.26635098,12.17431678,-21.9578,4.691120369,-10.17635062,-0.1500719453,-1.290482002,-0.907965796,1131.317959,2521.09977,0.1161522956,0.2074395137,0.5849481956,0.8685661977,0.8506606096,0.6294450453,-0.1809406808,0.9824282927,1.133450463,0.657164,0.503395,0.002865,0.016047,2
496788,10.45617834,11.14352089,11.22466179,12.1430298,-21.6125,2.988921043,-9.650755644,-0.6873425567,-1.686851465,-0.9183680074,903.1746806,4934.329347,0.8136861359,0.7432422274,0.5315986093,,,,0.4891697827,0.5264160088,0.7890607959,,,,,2
496789,10.46821722,9.755898665,10.545202,11.18262747,-20.8613,3.94932337,-10.09411988,0.7123185523,-0.7144102565,-0.6374254708,540.1770701,75.2910053,0.2939587357,0.2868128792,0.4639926065,0.08782631083,0.2704864086,0.9054619242,0.1842130662,0.8296806075,1.015577949,1.719804,0.838044,-0.008371,0.039829,2
499021,10.50597045,10.88651476,11.0376845,12.05331946,-21.1154,2.682620015,-10.48846966,-0.3805443144,-1.547349012,-1.015634958,137.5670443,2449.563509,0.662441974,0.5795007988,0.5075885588,,,,0.1745016653,0.7468702752,0.6748879515,0.126016,0.123483,0.000323,0.030065,2
500577,10.51403431,10.58600838,10.85254064,11.79129761,-20.6353,1.835136707,-10.38980732,-0.07197406671,-1.277263298,-0.9387569721,695.4933251,746.4201615,0.2919175617,0.3176496562,0.5217428496,0.4740496461,0.4981879771,0.6052015336,0.2162762371,0.7646678307,0.9335564632,1.944545,0.887164,-0.00318,0.030383,2
501725,10.8757385,11.0635146,11.28072707,12.12800582,-21.9521,1.886387231,-10.04327174,-0.1877761065,-1.252267322,-0.8472787473,1881.974254,1164.928399,0.4577275928,0.4010525466,0.476524146,0.9080692706,0.8896987394,0.6200508598,0.3192880098,0.550628342,0.6390786788,1.114662,0.690443,0.003526,0.04132,2
502371,10.70262756,11.19660635,11.31739165,12.12280988,-21.9605,2.012330553,-9.808549201,-0.4939787903,-1.420182324,-0.8054182346,1319.086869,2853.424362,0.8103934069,0.5646195678,0.3308993098,,,,0.3725070823,0.6569174431,0.8754112815,1.032752,0.656783,-0.00311,0.064991,2
502995,10.87818057,10.96832107,11.22661528,12.09798415,-22.1544,1.711139415,-9.998064699,-0.09014049249,-1.219803581,-0.8713688731,1075.052389,1405.908438,0.7661738598,0.6047581715,0.4194965201,0.8136523291,0.8769175156,0.8731333418,0.4961545213,0.6096617985,0.7749836377,2.324931,0.904512,0.009237,0.063005,2
505101,10.46963795,10.11107148,10.62738448,11.25964301,-20.6261,3.76940769,-10.48907014,0.3585664716,-0.7900050567,-0.6322585311,550.4368122,104.42978,0.2694965245,0.2666159949,0.4554414548,0.4334757016,0.5973846931,0.8515910369,0.2002014555,0.7907557399,1.004735811,1.075749,0.702121,0.000435,0.044204,2
507292,10.42017852,10.98408087,11.08889534,11.90255056,-21.272,3.996038973,-9.795158446,-0.5639023491,-1.482372038,-0.8136552232,894.4993981,3015.79692,0.725372747,0.6320335209,0.5018369621,,,,-0.2408182232,0.7817018801,0.9680839017,1.641965,0.838764,-0.001267,0.070287,2
507294,10.43068236,9.789198991,10.5199888,10.88604208,-20.5874,5.012547453,-10.18118316,0.6414833694,-0.4553597226,-0.3660532784,329.6789891,72.27574505,0.1771789128,0.2069404248,0.4558229667,0.5301908914,0.6215101822,0.7468027232,0.206131578,0.851076823,0.9593152051,0.572787,0.494113,0.000481,0.030738,2
508538,10.51899224,10.80657403,10.98719445,11.88258638,-21.169,3.119537094,-10.02771881,-0.2875817922,-1.363594147,-0.8953919331,616.7251847,971.2694637,0.1084721679,0.1609532779,0.4675280531,0.8719359072,0.8435589086,0.601981154,0.236222504,0.8308702743,0.8305503822,1.347256,0.799633,-0.005988,0.039836,2
508539,10.40512749,10.48026425,10.74534876,11.73534833,-20.0728,1.650648341,-10.78826774,-0.07513675431,-1.330220834,-0.9899995693,27.15455894,576.3432874,0.2765399999,0.2464499486,0.4113045757,0.893295516,0.8819556113,0.6467152827,0.2461927715,0.7304179935,0.916620072,0.13597,0.138344,0.002474,0.026715,2
510585,10.69346962,11.02617447,11.19196201,12.13068384,-21.5969,2.50093399,-10.20032817,-0.3327048449,-1.437214217,-0.9387218267,732.7469813,1895.754174,0.7703672604,0.6143990046,0.4251517631,0.9909291927,0.9854544366,0.5548083278,-0.1996205065,0.5928716857,0.7025734495,1.224485,0.761373,-0.006014,0.067631,2
514272,10.56188366,11.03280985,11.15930566,12.09329351,-20.8149,2.916662016,-10.35528443,-0.4709261919,-1.53140985,-0.933987851,248.8104489,3819.856521,0.7514739001,0.6856057846,0.5416119586,,,,-0.7372606237,0.7055657578,0.8226874183,0.563525,0.453379,0.016254,0.028684,2
514273,10.18945522,10.14928517,10.47086447,11.06131221,-20.2136,3.948643318,-9.973698725,0.04017004828,-0.8718569885,-0.5904477416,102.6663442,19.02668609,0.2325711906,0.1801729548,0.3327336641,0.7462806843,0.7653492122,0.6933603172,-0.4611452481,0.9874066075,1.390610988,0.167188,0.156605,-0.001063,-0.040439,2
518120,10.30089426,11.05600889,11.12632239,11.98477477,-20.9054,3.793346673,-9.764892927,-0.7551146306,-1.683880511,-0.8584523822,401.0341446,3430.981108,0.8438482225,0.7109409215,0.4348745528,,,,-0.1327724983,1.153234912,0.9458540384,0.221439,0.225683,0.000737,0.041737,2
520310,10.4028327,10.98758248,11.08801017,11.88130359,-20.4304,2.050778695,-10.33347916,-0.5847497771,-1.478470882,-0.793293412,724.3661862,1851.306136,0.734041652,0.5997488297,0.451152808,0.9418464658,0.9122631263,0.553417921,-0.1704513696,0.5715851747,0.7684167615,0.618729,0.523843,0.004639,0.036121,2
521429,10.6598055,10.96955026,11.14275598,12.10164784,-21.9709,3.570654197,-9.752949182,-0.3097447626,-1.441842346,-0.9588918599,827.436188,992.928456,0.9453261379,0.7007437461,0.2362202991,0.992354786,0.9921825771,0.6978411283,-0.02538918717,0.8189633063,0.8609840796,1.481815,0.80448,0.006902,0.067558,2
521803,10.62328454,10.87810135,11.07014968,12.02476796,-21.2058,1.592359256,-10.05497836,-0.2548168122,-1.40148342,-0.9546182792,699.89547,533.2487666,0.8576424299,0.6839314618,0.3819415416,0.8279460018,0.8948093448,0.9136724921,0.5978620041,0.4963544726,0.7333834619,1.92239,0.883555,-0.000861,0.055263,2
525533,10.58308601,11.01251189,11.14987445,12.0163904,-21.4797,2.200397508,-10.03233315,-0.4294258743,-1.433304392,-0.8665159501,170.0966864,86869.71994,0.8055797447,0.6395380364,0.4086884784,0.9421331928,0.9237138533,0.5975895427,0.1352775934,0.8451890726,0.9646044173,0.615758,0.510928,0.004757,0.062842,2
526029,10.52452336,10.96283865,11.09780876,11.95404252,-21.6302,2.303491433,-9.760304618,-0.4383152937,-1.429519165,-0.8562337578,853.9510751,889.116758,0.8378654066,0.5749353976,0.3091084798,,,,-1.133134581,0.5295670417,0.7718830172,2.011998,0.877362,0.002675,0.10528,2
526879,10.46321409,10.81910722,10.9776697,12.00901166,-20.0686,3.570291681,-12.07110479,-0.3558931302,-1.545797578,-1.031341959,318.7150861,2637.888016,0.6519355151,0.6096619557,0.561990339,,,,0.2916010613,0.8464369074,0.9782181794,0.652215,0.528116,-0.000685,0.035425,2
527309,10.52906269,10.61872096,10.87723142,11.82578237,-21.1947,3.073282568,-9.969056771,-0.08965827107,-1.296719683,-0.9485509521,993.11868,554.0101931,0.9621802139,0.4874236153,0.1106728915,0.8980427555,0.9198750511,0.7902582032,-0.0700621168,0.6586558573,0.7585483597,2.620148,0.909154,8.20E-05,0.039484,2
